W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] 
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] *****************************************
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] *****************************************
Using Flash Attention 3 (Hopper GPU detected)
wandb: Tracking run with wandb version 0.25.1
wandb: W&B syncing is set to `offline` in this directory. Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
wandb: Run data is saved locally in /mnt/vast/joey/slowrun/wandb/offline-run-20260417_145222-3ir5uxqg
--- Hyperparameters ---
  n_layer=16, n_embd=1024, n_head=8, head_dim=128
  seq_len=2048, window_pattern=SSSL
  total_batch_size=524288, device_batch_size=16
  block_loop_count=3
  matrix_lr=0.032, scalar_lr=0.2, embedding_lr=0.12, unembedding_lr=0.0008
  weight_decay=0.8, adam_betas=(0.8, 0.95)
  warmup_ratio=0.0, warmdown_ratio=0.6, final_lr_frac=0.0
  num_epochs=16, patience=-1
  dropout=0.1
-----------------------
Vocab size: 50,257
Padding vocab_size from 50257 to 50304
Parameters: 316,935,720 (transformer: 205,524,480, value_embeds: 8,388,608, lm_head: 51,511,296, other: 51,511,336)
FLOPs per token: 1.756259e+09
Batch size: 524,288 tokens, grad accum: 2 steps
Training for 16 epoch(s) (~3048 steps estimated)
Eval set: 10,000,000 tokens
Step 00000 | Val BPB: 3.517133 | Val Loss: 10.826475
step 00001 (0.03%) | loss: 10.826538 | dt: 33049.62ms | tok/sec: 15,863 | bf16_mfu: 0.35%
step 00002 (0.07%) | loss: 10.747199 | dt: 971.88ms | tok/sec: 539,459 | bf16_mfu: 11.97%
step 00003 (0.10%) | loss: 10.594832 | dt: 1108.70ms | tok/sec: 472,885 | bf16_mfu: 10.50%
step 00184 (6.04%) | loss: 4.520955 | dt: 701.78ms | tok/sec: 747,084 | bf16_mfu: 16.58% | eta: 33.9m
step 00185 (6.07%) | loss: 4.509178 | dt: 700.21ms | tok/sec: 748,756 | bf16_mfu: 16.62% | eta: 33.9m
step 00186 (6.10%) | loss: 4.511652 | dt: 698.10ms | tok/sec: 751,020 | bf16_mfu: 16.67% | eta: 33.9m
step 00187 (6.14%) | loss: 4.508647 | dt: 694.93ms | tok/sec: 754,444 | bf16_mfu: 16.75% | eta: 33.9m
step 00188 (6.17%) | loss: 4.497338 | dt: 693.45ms | tok/sec: 756,053 | bf16_mfu: 16.78% | eta: 33.9m
step 00189 (6.20%) | loss: 4.493844 | dt: 693.91ms | tok/sec: 755,556 | bf16_mfu: 16.77% | eta: 33.9m
step 00190 (6.23%) | loss: 4.503770 | dt: 695.33ms | tok/sec: 754,008 | bf16_mfu: 16.74% | eta: 33.8m
Starting epoch 2
step 00191 (6.27%) | loss: 4.501806 | dt: 706.12ms | tok/sec: 742,491 | bf16_mfu: 16.48% | eta: 33.8m
Step 00191 | Epoch 1 | Val BPB: 1.442903 | Val Loss: 4.440428
step 00192 (6.30%) | loss: 4.497131 | dt: 667.79ms | tok/sec: 785,107 | bf16_mfu: 17.43% | eta: 33.8m
step 00193 (6.33%) | loss: 4.504716 | dt: 691.94ms | tok/sec: 757,712 | bf16_mfu: 16.82% | eta: 33.8m
step 00194 (6.36%) | loss: 4.493589 | dt: 695.21ms | tok/sec: 754,140 | bf16_mfu: 16.74% | eta: 33.8m
step 00195 (6.40%) | loss: 4.484111 | dt: 693.35ms | tok/sec: 756,164 | bf16_mfu: 16.78% | eta: 33.8m
step 00196 (6.43%) | loss: 4.466103 | dt: 689.08ms | tok/sec: 760,852 | bf16_mfu: 16.89% | eta: 33.7m
step 00197 (6.46%) | loss: 4.464574 | dt: 696.84ms | tok/sec: 752,381 | bf16_mfu: 16.70% | eta: 33.7m
step 00198 (6.50%) | loss: 4.469477 | dt: 693.53ms | tok/sec: 755,973 | bf16_mfu: 16.78% | eta: 33.7m
step 00199 (6.53%) | loss: 4.471245 | dt: 693.03ms | tok/sec: 756,519 | bf16_mfu: 16.79% | eta: 33.7m
step 00200 (6.56%) | loss: 4.453353 | dt: 697.25ms | tok/sec: 751,940 | bf16_mfu: 16.69% | eta: 33.7m
step 00201 (6.59%) | loss: 4.438928 | dt: 693.28ms | tok/sec: 756,238 | bf16_mfu: 16.79% | eta: 33.7m
step 00202 (6.63%) | loss: 4.436430 | dt: 693.73ms | tok/sec: 755,748 | bf16_mfu: 16.78% | eta: 33.6m
step 00203 (6.66%) | loss: 4.441934 | dt: 693.30ms | tok/sec: 756,223 | bf16_mfu: 16.79% | eta: 33.6m
step 00204 (6.69%) | loss: 4.454990 | dt: 695.30ms | tok/sec: 754,041 | bf16_mfu: 16.74% | eta: 33.6m
step 00205 (6.73%) | loss: 4.453355 | dt: 695.79ms | tok/sec: 753,513 | bf16_mfu: 16.73% | eta: 33.6m
step 00206 (6.76%) | loss: 4.447753 | dt: 697.54ms | tok/sec: 751,626 | bf16_mfu: 16.68% | eta: 33.6m
step 00207 (6.79%) | loss: 4.436467 | dt: 692.49ms | tok/sec: 757,104 | bf16_mfu: 16.81% | eta: 33.6m
step 00208 (6.82%) | loss: 4.436636 | dt: 695.47ms | tok/sec: 753,857 | bf16_mfu: 16.73% | eta: 33.6m
step 00209 (6.86%) | loss: 4.428967 | dt: 695.06ms | tok/sec: 754,310 | bf16_mfu: 16.74% | eta: 33.5m
step 00210 (6.89%) | loss: 4.433523 | dt: 693.08ms | tok/sec: 756,458 | bf16_mfu: 16.79% | eta: 33.5m
step 00211 (6.92%) | loss: 4.423366 | dt: 696.36ms | tok/sec: 752,898 | bf16_mfu: 16.71% | eta: 33.5m
step 00212 (6.96%) | loss: 4.418922 | dt: 695.27ms | tok/sec: 754,076 | bf16_mfu: 16.74% | eta: 33.5m
step 00213 (6.99%) | loss: 4.398499 | dt: 697.71ms | tok/sec: 751,446 | bf16_mfu: 16.68% | eta: 33.5m
step 00214 (7.02%) | loss: 4.393435 | dt: 696.69ms | tok/sec: 752,541 | bf16_mfu: 16.70% | eta: 33.5m
step 00215 (7.05%) | loss: 4.398787 | dt: 694.41ms | tok/sec: 755,012 | bf16_mfu: 16.76% | eta: 33.5m
step 00216 (7.09%) | loss: 4.409468 | dt: 694.03ms | tok/sec: 755,426 | bf16_mfu: 16.77% | eta: 33.4m
step 00217 (7.12%) | loss: 4.390598 | dt: 693.82ms | tok/sec: 755,651 | bf16_mfu: 16.77% | eta: 33.4m
step 00218 (7.15%) | loss: 4.399866 | dt: 698.78ms | tok/sec: 750,293 | bf16_mfu: 16.65% | eta: 33.4m
step 00219 (7.19%) | loss: 4.393294 | dt: 698.17ms | tok/sec: 750,947 | bf16_mfu: 16.67% | eta: 33.4m
step 00220 (7.22%) | loss: 4.377581 | dt: 698.57ms | tok/sec: 750,518 | bf16_mfu: 16.66% | eta: 33.4m
step 00221 (7.25%) | loss: 4.376901 | dt: 698.99ms | tok/sec: 750,068 | bf16_mfu: 16.65% | eta: 33.4m
step 00222 (7.28%) | loss: 4.370568 | dt: 695.18ms | tok/sec: 754,180 | bf16_mfu: 16.74% | eta: 33.4m
step 00223 (7.32%) | loss: 4.379703 | dt: 696.64ms | tok/sec: 752,598 | bf16_mfu: 16.71% | eta: 33.3m
step 00224 (7.35%) | loss: 4.375836 | dt: 699.14ms | tok/sec: 749,902 | bf16_mfu: 16.65% | eta: 33.3m
step 00225 (7.38%) | loss: 4.373842 | dt: 693.65ms | tok/sec: 755,840 | bf16_mfu: 16.78% | eta: 33.3m
step 00226 (7.41%) | loss: 4.366657 | dt: 694.07ms | tok/sec: 755,385 | bf16_mfu: 16.77% | eta: 33.3m
step 00227 (7.45%) | loss: 4.364566 | dt: 699.16ms | tok/sec: 749,883 | bf16_mfu: 16.65% | eta: 33.3m
step 00228 (7.48%) | loss: 4.348367 | dt: 698.98ms | tok/sec: 750,073 | bf16_mfu: 16.65% | eta: 33.3m
step 00229 (7.51%) | loss: 4.343673 | dt: 697.75ms | tok/sec: 751,403 | bf16_mfu: 16.68% | eta: 33.3m
step 00230 (7.55%) | loss: 4.341435 | dt: 695.91ms | tok/sec: 753,379 | bf16_mfu: 16.72% | eta: 33.2m
step 00231 (7.58%) | loss: 4.346141 | dt: 696.28ms | tok/sec: 752,985 | bf16_mfu: 16.71% | eta: 33.2m
step 00232 (7.61%) | loss: 4.360104 | dt: 695.96ms | tok/sec: 753,331 | bf16_mfu: 16.72% | eta: 33.2m
step 00233 (7.64%) | loss: 4.345106 | dt: 693.28ms | tok/sec: 756,244 | bf16_mfu: 16.79% | eta: 33.2m
step 00234 (7.68%) | loss: 4.329176 | dt: 694.64ms | tok/sec: 754,759 | bf16_mfu: 16.75% | eta: 33.2m
step 00235 (7.71%) | loss: 4.320165 | dt: 697.99ms | tok/sec: 751,140 | bf16_mfu: 16.67% | eta: 33.2m
step 00236 (7.74%) | loss: 4.318197 | dt: 697.55ms | tok/sec: 751,614 | bf16_mfu: 16.68% | eta: 33.2m
step 00237 (7.78%) | loss: 4.332285 | dt: 698.71ms | tok/sec: 750,363 | bf16_mfu: 16.66% | eta: 33.1m
step 00238 (7.81%) | loss: 4.333976 | dt: 696.06ms | tok/sec: 753,220 | bf16_mfu: 16.72% | eta: 33.1m
step 00239 (7.84%) | loss: 4.335485 | dt: 695.82ms | tok/sec: 753,484 | bf16_mfu: 16.73% | eta: 33.1m
step 00240 (7.87%) | loss: 4.328676 | dt: 695.92ms | tok/sec: 753,374 | bf16_mfu: 16.72% | eta: 33.1m
step 00241 (7.91%) | loss: 4.332559 | dt: 699.66ms | tok/sec: 749,346 | bf16_mfu: 16.63% | eta: 33.1m
step 00242 (7.94%) | loss: 4.329052 | dt: 695.45ms | tok/sec: 753,880 | bf16_mfu: 16.73% | eta: 33.1m
step 00243 (7.97%) | loss: 4.331532 | dt: 699.27ms | tok/sec: 749,767 | bf16_mfu: 16.64% | eta: 33.1m
step 00244 (8.01%) | loss: 4.326308 | dt: 698.30ms | tok/sec: 750,810 | bf16_mfu: 16.67% | eta: 33.0m
step 00245 (8.04%) | loss: 4.318336 | dt: 694.00ms | tok/sec: 755,459 | bf16_mfu: 16.77% | eta: 33.0m
step 00246 (8.07%) | loss: 4.322178 | dt: 695.85ms | tok/sec: 753,451 | bf16_mfu: 16.72% | eta: 33.0m
step 00247 (8.10%) | loss: 4.309472 | dt: 693.84ms | tok/sec: 755,630 | bf16_mfu: 16.77% | eta: 33.0m
step 00248 (8.14%) | loss: 4.306585 | dt: 695.00ms | tok/sec: 754,374 | bf16_mfu: 16.75% | eta: 33.0m
step 00249 (8.17%) | loss: 4.298768 | dt: 699.45ms | tok/sec: 749,568 | bf16_mfu: 16.64% | eta: 33.0m
step 00250 (8.20%) | loss: 4.289556 | dt: 699.62ms | tok/sec: 749,390 | bf16_mfu: 16.63% | eta: 33.0m
step 00251 (8.23%) | loss: 4.285334 | dt: 699.44ms | tok/sec: 749,582 | bf16_mfu: 16.64% | eta: 32.9m
step 00252 (8.27%) | loss: 4.280075 | dt: 694.61ms | tok/sec: 754,789 | bf16_mfu: 16.75% | eta: 32.9m
step 00253 (8.30%) | loss: 4.289142 | dt: 700.04ms | tok/sec: 748,941 | bf16_mfu: 16.62% | eta: 32.9m
step 00254 (8.33%) | loss: 4.296530 | dt: 697.72ms | tok/sec: 751,432 | bf16_mfu: 16.68% | eta: 32.9m
step 00255 (8.37%) | loss: 4.300384 | dt: 696.39ms | tok/sec: 752,860 | bf16_mfu: 16.71% | eta: 32.9m
step 00256 (8.40%) | loss: 4.305712 | dt: 696.90ms | tok/sec: 752,315 | bf16_mfu: 16.70% | eta: 32.9m
step 00257 (8.43%) | loss: 4.290994 | dt: 693.63ms | tok/sec: 755,866 | bf16_mfu: 16.78% | eta: 32.9m
step 00258 (8.46%) | loss: 4.293869 | dt: 695.33ms | tok/sec: 754,013 | bf16_mfu: 16.74% | eta: 32.9m
step 00259 (8.50%) | loss: 4.277607 | dt: 699.41ms | tok/sec: 749,609 | bf16_mfu: 16.64% | eta: 32.8m
step 00260 (8.53%) | loss: 4.285559 | dt: 699.31ms | tok/sec: 749,716 | bf16_mfu: 16.64% | eta: 32.8m
step 00261 (8.56%) | loss: 4.297989 | dt: 701.63ms | tok/sec: 747,241 | bf16_mfu: 16.59% | eta: 32.8m
step 00262 (8.60%) | loss: 4.281076 | dt: 693.97ms | tok/sec: 755,491 | bf16_mfu: 16.77% | eta: 32.8m
step 00263 (8.63%) | loss: 4.282249 | dt: 698.80ms | tok/sec: 750,263 | bf16_mfu: 16.65% | eta: 32.8m
step 00264 (8.66%) | loss: 4.271413 | dt: 698.35ms | tok/sec: 750,757 | bf16_mfu: 16.66% | eta: 32.8m
step 00265 (8.69%) | loss: 4.271806 | dt: 695.28ms | tok/sec: 754,065 | bf16_mfu: 16.74% | eta: 32.8m
step 00266 (8.73%) | loss: 4.274430 | dt: 696.49ms | tok/sec: 752,756 | bf16_mfu: 16.71% | eta: 32.7m
step 00267 (8.76%) | loss: 4.281089 | dt: 694.17ms | tok/sec: 755,269 | bf16_mfu: 16.77% | eta: 32.7m
step 00268 (8.79%) | loss: 4.287794 | dt: 697.95ms | tok/sec: 751,179 | bf16_mfu: 16.67% | eta: 32.7m
step 00269 (8.83%) | loss: 4.282705 | dt: 697.17ms | tok/sec: 752,021 | bf16_mfu: 16.69% | eta: 32.7m
step 00270 (8.86%) | loss: 4.283462 | dt: 697.77ms | tok/sec: 751,378 | bf16_mfu: 16.68% | eta: 32.7m
step 00271 (8.89%) | loss: 4.273147 | dt: 699.11ms | tok/sec: 749,940 | bf16_mfu: 16.65% | eta: 32.7m
step 00272 (8.92%) | loss: 4.270732 | dt: 697.03ms | tok/sec: 752,173 | bf16_mfu: 16.70% | eta: 32.7m
step 00273 (8.96%) | loss: 4.261363 | dt: 698.18ms | tok/sec: 750,932 | bf16_mfu: 16.67% | eta: 32.7m
step 00274 (8.99%) | loss: 4.251693 | dt: 694.85ms | tok/sec: 754,538 | bf16_mfu: 16.75% | eta: 32.6m
step 00275 (9.02%) | loss: 4.249982 | dt: 700.17ms | tok/sec: 748,801 | bf16_mfu: 16.62% | eta: 32.6m
step 00276 (9.06%) | loss: 4.241130 | dt: 693.69ms | tok/sec: 755,795 | bf16_mfu: 16.78% | eta: 32.6m
step 00277 (9.09%) | loss: 4.226004 | dt: 696.09ms | tok/sec: 753,194 | bf16_mfu: 16.72% | eta: 32.6m
step 00278 (9.12%) | loss: 4.232517 | dt: 697.19ms | tok/sec: 751,999 | bf16_mfu: 16.69% | eta: 32.6m
step 00279 (9.15%) | loss: 4.238051 | dt: 696.50ms | tok/sec: 752,751 | bf16_mfu: 16.71% | eta: 32.6m
step 00280 (9.19%) | loss: 4.220430 | dt: 697.09ms | tok/sec: 752,113 | bf16_mfu: 16.69% | eta: 32.6m
step 00281 (9.22%) | loss: 4.213875 | dt: 700.22ms | tok/sec: 748,752 | bf16_mfu: 16.62% | eta: 32.5m
step 00282 (9.25%) | loss: 4.209183 | dt: 695.19ms | tok/sec: 754,160 | bf16_mfu: 16.74% | eta: 32.5m
step 00283 (9.28%) | loss: 4.225205 | dt: 695.02ms | tok/sec: 754,349 | bf16_mfu: 16.74% | eta: 32.5m
step 00284 (9.32%) | loss: 4.249463 | dt: 695.32ms | tok/sec: 754,020 | bf16_mfu: 16.74% | eta: 32.5m
step 00285 (9.35%) | loss: 4.246989 | dt: 696.19ms | tok/sec: 753,086 | bf16_mfu: 16.72% | eta: 32.5m
step 00286 (9.38%) | loss: 4.248421 | dt: 696.77ms | tok/sec: 752,454 | bf16_mfu: 16.70% | eta: 32.5m
step 00287 (9.42%) | loss: 4.250595 | dt: 701.08ms | tok/sec: 747,832 | bf16_mfu: 16.60% | eta: 32.5m
step 00288 (9.45%) | loss: 4.238040 | dt: 697.70ms | tok/sec: 751,447 | bf16_mfu: 16.68% | eta: 32.5m
step 00289 (9.48%) | loss: 4.236617 | dt: 693.76ms | tok/sec: 755,720 | bf16_mfu: 16.78% | eta: 32.4m
step 00290 (9.51%) | loss: 4.248756 | dt: 694.48ms | tok/sec: 754,933 | bf16_mfu: 16.76% | eta: 32.4m
step 00291 (9.55%) | loss: 4.244176 | dt: 696.33ms | tok/sec: 752,930 | bf16_mfu: 16.71% | eta: 32.4m
step 00292 (9.58%) | loss: 4.258433 | dt: 698.11ms | tok/sec: 751,010 | bf16_mfu: 16.67% | eta: 32.4m
step 00293 (9.61%) | loss: 4.256489 | dt: 696.40ms | tok/sec: 752,849 | bf16_mfu: 16.71% | eta: 32.4m
step 00294 (9.65%) | loss: 4.260494 | dt: 694.35ms | tok/sec: 755,080 | bf16_mfu: 16.76% | eta: 32.4m
step 00295 (9.68%) | loss: 4.256109 | dt: 699.39ms | tok/sec: 749,633 | bf16_mfu: 16.64% | eta: 32.4m
step 00296 (9.71%) | loss: 4.249465 | dt: 696.40ms | tok/sec: 752,859 | bf16_mfu: 16.71% | eta: 32.3m
step 00297 (9.74%) | loss: 4.238993 | dt: 697.16ms | tok/sec: 752,035 | bf16_mfu: 16.69% | eta: 32.3m
step 00298 (9.78%) | loss: 4.237774 | dt: 697.25ms | tok/sec: 751,940 | bf16_mfu: 16.69% | eta: 32.3m
step 00299 (9.81%) | loss: 4.236768 | dt: 696.88ms | tok/sec: 752,339 | bf16_mfu: 16.70% | eta: 32.3m
step 00300 (9.84%) | loss: 4.227439 | dt: 699.40ms | tok/sec: 749,628 | bf16_mfu: 16.64% | eta: 32.3m
step 00301 (9.88%) | loss: 4.234980 | dt: 696.70ms | tok/sec: 752,529 | bf16_mfu: 16.70% | eta: 32.3m
step 00302 (9.91%) | loss: 4.239697 | dt: 700.15ms | tok/sec: 748,826 | bf16_mfu: 16.62% | eta: 32.3m
step 00303 (9.94%) | loss: 4.240297 | dt: 697.12ms | tok/sec: 752,076 | bf16_mfu: 16.69% | eta: 32.3m
step 00304 (9.97%) | loss: 4.227154 | dt: 696.89ms | tok/sec: 752,324 | bf16_mfu: 16.70% | eta: 32.2m
step 00305 (10.01%) | loss: 4.219154 | dt: 699.13ms | tok/sec: 749,915 | bf16_mfu: 16.65% | eta: 32.2m
step 00306 (10.04%) | loss: 4.211281 | dt: 696.70ms | tok/sec: 752,533 | bf16_mfu: 16.70% | eta: 32.2m
step 00307 (10.07%) | loss: 4.190826 | dt: 697.06ms | tok/sec: 752,136 | bf16_mfu: 16.70% | eta: 32.2m
step 00308 (10.10%) | loss: 4.181676 | dt: 694.22ms | tok/sec: 755,224 | bf16_mfu: 16.76% | eta: 32.2m
step 00309 (10.14%) | loss: 4.185120 | dt: 698.82ms | tok/sec: 750,246 | bf16_mfu: 16.65% | eta: 32.2m
step 00310 (10.17%) | loss: 4.185297 | dt: 700.12ms | tok/sec: 748,856 | bf16_mfu: 16.62% | eta: 32.2m
step 00311 (10.20%) | loss: 4.181539 | dt: 693.05ms | tok/sec: 756,491 | bf16_mfu: 16.79% | eta: 32.2m
step 00312 (10.24%) | loss: 4.179273 | dt: 697.55ms | tok/sec: 751,610 | bf16_mfu: 16.68% | eta: 32.1m
step 00313 (10.27%) | loss: 4.191701 | dt: 697.70ms | tok/sec: 751,457 | bf16_mfu: 16.68% | eta: 32.1m
step 00314 (10.30%) | loss: 4.208148 | dt: 700.17ms | tok/sec: 748,795 | bf16_mfu: 16.62% | eta: 32.1m
step 00315 (10.33%) | loss: 4.200382 | dt: 699.82ms | tok/sec: 749,179 | bf16_mfu: 16.63% | eta: 32.1m
step 00316 (10.37%) | loss: 4.181638 | dt: 694.33ms | tok/sec: 755,100 | bf16_mfu: 16.76% | eta: 32.1m
step 00317 (10.40%) | loss: 4.173154 | dt: 700.07ms | tok/sec: 748,908 | bf16_mfu: 16.62% | eta: 32.1m
step 00318 (10.43%) | loss: 4.172964 | dt: 699.44ms | tok/sec: 749,581 | bf16_mfu: 16.64% | eta: 32.1m
step 00319 (10.47%) | loss: 4.178838 | dt: 698.48ms | tok/sec: 750,617 | bf16_mfu: 16.66% | eta: 32.1m
step 00320 (10.50%) | loss: 4.168808 | dt: 701.34ms | tok/sec: 747,555 | bf16_mfu: 16.59% | eta: 32.0m
step 00321 (10.53%) | loss: 4.194637 | dt: 703.09ms | tok/sec: 745,694 | bf16_mfu: 16.55% | eta: 32.0m
step 00322 (10.56%) | loss: 4.186797 | dt: 699.01ms | tok/sec: 750,039 | bf16_mfu: 16.65% | eta: 32.0m
step 00323 (10.60%) | loss: 4.188979 | dt: 698.25ms | tok/sec: 750,864 | bf16_mfu: 16.67% | eta: 32.0m
step 00324 (10.63%) | loss: 4.191528 | dt: 694.21ms | tok/sec: 755,232 | bf16_mfu: 16.76% | eta: 32.0m
step 00325 (10.66%) | loss: 4.184877 | dt: 696.48ms | tok/sec: 752,771 | bf16_mfu: 16.71% | eta: 32.0m
step 00326 (10.70%) | loss: 4.178805 | dt: 697.86ms | tok/sec: 751,281 | bf16_mfu: 16.68% | eta: 32.0m
step 00327 (10.73%) | loss: 4.182281 | dt: 694.01ms | tok/sec: 755,447 | bf16_mfu: 16.77% | eta: 32.0m
step 00328 (10.76%) | loss: 4.177106 | dt: 695.94ms | tok/sec: 753,351 | bf16_mfu: 16.72% | eta: 31.9m
step 00329 (10.79%) | loss: 4.173315 | dt: 698.97ms | tok/sec: 750,086 | bf16_mfu: 16.65% | eta: 31.9m
step 00330 (10.83%) | loss: 4.161868 | dt: 695.38ms | tok/sec: 753,957 | bf16_mfu: 16.74% | eta: 31.9m
step 00331 (10.86%) | loss: 4.158809 | dt: 735.40ms | tok/sec: 712,925 | bf16_mfu: 15.83% | eta: 31.9m
step 00332 (10.89%) | loss: 4.180588 | dt: 783.52ms | tok/sec: 669,142 | bf16_mfu: 14.85% | eta: 31.9m
step 00333 (10.93%) | loss: 4.174915 | dt: 681.36ms | tok/sec: 769,474 | bf16_mfu: 17.08% | eta: 31.9m
step 00334 (10.96%) | loss: 4.179586 | dt: 701.04ms | tok/sec: 747,873 | bf16_mfu: 16.60% | eta: 31.9m
step 00335 (10.99%) | loss: 4.183779 | dt: 696.40ms | tok/sec: 752,855 | bf16_mfu: 16.71% | eta: 31.9m
step 00336 (11.02%) | loss: 4.193575 | dt: 788.48ms | tok/sec: 664,935 | bf16_mfu: 14.76% | eta: 31.9m
step 00337 (11.06%) | loss: 4.175155 | dt: 992.01ms | tok/sec: 528,509 | bf16_mfu: 11.73% | eta: 31.9m
step 00338 (11.09%) | loss: 4.166767 | dt: 683.35ms | tok/sec: 767,228 | bf16_mfu: 17.03% | eta: 31.9m
step 00339 (11.12%) | loss: 4.174772 | dt: 704.51ms | tok/sec: 744,190 | bf16_mfu: 16.52% | eta: 31.9m
step 00340 (11.15%) | loss: 4.179808 | dt: 693.22ms | tok/sec: 756,302 | bf16_mfu: 16.79% | eta: 31.9m
step 00341 (11.19%) | loss: 4.170323 | dt: 694.39ms | tok/sec: 755,033 | bf16_mfu: 16.76% | eta: 31.8m
step 00342 (11.22%) | loss: 4.187584 | dt: 696.34ms | tok/sec: 752,923 | bf16_mfu: 16.71% | eta: 31.8m
step 00343 (11.25%) | loss: 4.172311 | dt: 697.42ms | tok/sec: 751,749 | bf16_mfu: 16.69% | eta: 31.8m
step 00344 (11.29%) | loss: 4.173069 | dt: 691.36ms | tok/sec: 758,341 | bf16_mfu: 16.83% | eta: 31.8m
step 00345 (11.32%) | loss: 4.182369 | dt: 695.50ms | tok/sec: 753,827 | bf16_mfu: 16.73% | eta: 31.8m
step 00346 (11.35%) | loss: 4.169378 | dt: 697.70ms | tok/sec: 751,451 | bf16_mfu: 16.68% | eta: 31.8m
step 00347 (11.38%) | loss: 4.156513 | dt: 692.76ms | tok/sec: 756,809 | bf16_mfu: 16.80% | eta: 31.8m
step 00348 (11.42%) | loss: 4.149410 | dt: 702.20ms | tok/sec: 746,640 | bf16_mfu: 16.57% | eta: 31.7m
step 00349 (11.45%) | loss: 4.143866 | dt: 699.21ms | tok/sec: 749,828 | bf16_mfu: 16.64% | eta: 31.7m
step 00350 (11.48%) | loss: 4.123689 | dt: 699.13ms | tok/sec: 749,912 | bf16_mfu: 16.65% | eta: 31.7m
step 00351 (11.52%) | loss: 4.110093 | dt: 698.99ms | tok/sec: 750,060 | bf16_mfu: 16.65% | eta: 31.7m
step 00352 (11.55%) | loss: 4.132362 | dt: 696.80ms | tok/sec: 752,421 | bf16_mfu: 16.70% | eta: 31.7m
step 00353 (11.58%) | loss: 4.134997 | dt: 694.76ms | tok/sec: 754,628 | bf16_mfu: 16.75% | eta: 31.7m
step 00354 (11.61%) | loss: 4.112060 | dt: 698.59ms | tok/sec: 750,494 | bf16_mfu: 16.66% | eta: 31.7m
step 00355 (11.65%) | loss: 4.103750 | dt: 694.06ms | tok/sec: 755,387 | bf16_mfu: 16.77% | eta: 31.7m
step 00356 (11.68%) | loss: 4.111823 | dt: 697.64ms | tok/sec: 751,516 | bf16_mfu: 16.68% | eta: 31.6m
step 00357 (11.71%) | loss: 4.112754 | dt: 695.98ms | tok/sec: 753,303 | bf16_mfu: 16.72% | eta: 31.6m
step 00358 (11.75%) | loss: 4.101496 | dt: 697.89ms | tok/sec: 751,246 | bf16_mfu: 16.68% | eta: 31.6m
step 00359 (11.78%) | loss: 4.097615 | dt: 698.24ms | tok/sec: 750,876 | bf16_mfu: 16.67% | eta: 31.6m
step 00360 (11.81%) | loss: 4.108193 | dt: 699.89ms | tok/sec: 749,103 | bf16_mfu: 16.63% | eta: 31.6m
step 00361 (11.84%) | loss: 4.103632 | dt: 698.91ms | tok/sec: 750,154 | bf16_mfu: 16.65% | eta: 31.6m
step 00362 (11.88%) | loss: 4.114968 | dt: 695.27ms | tok/sec: 754,076 | bf16_mfu: 16.74% | eta: 31.6m
step 00363 (11.91%) | loss: 4.111867 | dt: 698.04ms | tok/sec: 751,084 | bf16_mfu: 16.67% | eta: 31.6m
step 00364 (11.94%) | loss: 4.115245 | dt: 696.14ms | tok/sec: 753,134 | bf16_mfu: 16.72% | eta: 31.5m
step 00365 (11.98%) | loss: 4.121460 | dt: 694.95ms | tok/sec: 754,421 | bf16_mfu: 16.75% | eta: 31.5m
step 00366 (12.01%) | loss: 4.109910 | dt: 697.69ms | tok/sec: 751,467 | bf16_mfu: 16.68% | eta: 31.5m
step 00367 (12.04%) | loss: 4.107512 | dt: 697.75ms | tok/sec: 751,398 | bf16_mfu: 16.68% | eta: 31.5m
step 00368 (12.07%) | loss: 4.118982 | dt: 696.50ms | tok/sec: 752,746 | bf16_mfu: 16.71% | eta: 31.5m
step 00369 (12.11%) | loss: 4.121633 | dt: 700.31ms | tok/sec: 748,651 | bf16_mfu: 16.62% | eta: 31.5m
step 00370 (12.14%) | loss: 4.127687 | dt: 696.93ms | tok/sec: 752,281 | bf16_mfu: 16.70% | eta: 31.5m
step 00371 (12.17%) | loss: 4.123907 | dt: 698.43ms | tok/sec: 750,667 | bf16_mfu: 16.66% | eta: 31.5m
step 00372 (12.20%) | loss: 4.110301 | dt: 698.16ms | tok/sec: 750,959 | bf16_mfu: 16.67% | eta: 31.4m
step 00373 (12.24%) | loss: 4.109168 | dt: 702.65ms | tok/sec: 746,157 | bf16_mfu: 16.56% | eta: 31.4m
step 00374 (12.27%) | loss: 4.107416 | dt: 699.02ms | tok/sec: 750,034 | bf16_mfu: 16.65% | eta: 31.4m
step 00375 (12.30%) | loss: 4.116773 | dt: 696.74ms | tok/sec: 752,489 | bf16_mfu: 16.70% | eta: 31.4m
step 00376 (12.34%) | loss: 4.123301 | dt: 696.01ms | tok/sec: 753,273 | bf16_mfu: 16.72% | eta: 31.4m
